Molecule ChEMBL ID;Smiles;IC50_nM;Activity_status
CHEMBL191652;C[C@@H](c1ccc(F)cc1C(F)(F)F)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL365996;C[C@@H](c1ccc(-c2ccccc2)c(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL536090;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1C(F)(F)F)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL191906;C[C@@H](c1ccc(-c2ccc(C(=O)O)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL218882;C[C@H](c1nc(-c2ccc(S(=O)(=O)C(F)(F)F)cc2)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL457550;CC[C@H](C)[C@H](N)C(=O)NC1CCCC1;100000;Inactive
CHEMBL370240;C[C@@H](c1ccc(-c2ccccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL556494;CC(=O)Nc1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL560926;N[C@H]1Cn2c(nc3cccnc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL364461;N[C@@H](CC(=O)N1CCCc2n[nH]c(C(F)(F)F)c21)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL363375;N[C@@H](CC(=O)N1CCc2sc(C(F)(F)F)nc2C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL206501;C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL383323;C[C@@H](c1ccc(-c2ccc(=O)n(CC3CC3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL370269;N[C@@H](CC(=O)N1CCc2n[nH]c(C(F)(F)C(F)(F)F)c2C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL192449;C[C@@H](c1ccc(-c2cncnc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL250006;CC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL248810;Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2C1CC1;100000;Inactive
CHEMBL400954;Cn1cnc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2C(F)(F)F;100000;Inactive
CHEMBL219371;CC(C)C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL216855;C[C@H](c1nc(-c2ccc(F)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL1422;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL562953;Cc1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL2425889;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(Cl)ccc3n2)c1=O;100000;Inactive
CHEMBL2425886;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccccc3n2)c1=O;100000;Inactive
CHEMBL201644;CC(C)(CC(=O)N1Cc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N;100000;Inactive
CHEMBL210999;CN(C)C(=O)[C@@H](c1ccc(-c2ccn3ncnc3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL245970;CC(=O)Nc1ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL429653;Cc1ccc(S(=O)(=O)N(C)c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL512705;N[C@@H](CCCCNC(=O)OCc1ccccc1)C(=O)N1CCCc2ccccc21;100000;Inactive
CHEMBL503809;CC[C@H](C)[C@H](N)C(=O)N1CCC(O)C1;100000;Inactive
CHEMBL371588;CN(C)NC(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL233472;N[C@@H](CC(=O)N1CCn2c(nnc2-c2ccc(F)cc2)C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL563383;N[C@H]1Cn2c(nc3cc(C(=O)O)ccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL562188;N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL1243091;N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCCC2)C(=O)N1;100000;Inactive
CHEMBL251205;Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2;100000;Inactive
CHEMBL537400;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL188043;N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)N1CCC1)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL4765147;Clc1ccc(Nc2cc(N3CCNCC3)nc3ccnn23)c(Cl)c1;100000;Inactive
CHEMBL4646510;CS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2;100000;Inactive
CHEMBL1682980;CN([C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1;100000;Inactive
CHEMBL3616915;CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)[nH]c(=O)n2C;100000;Inactive
CHEMBL4086264;CC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O;100000;Inactive
CHEMBL4078112;CCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O;100000;Inactive
CHEMBL4090635;CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O;100000;Inactive
CHEMBL2425894;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(F)cc3n2)c1=O;100000;Inactive
CHEMBL2425888;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3cc(Br)ccc3n2)c1=O;100000;Inactive
CHEMBL374703;C[C@H](c1nc(-c2ccc(Br)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL219382;C[C@H](c1nc(-c2cc(Cl)cc(Cl)c2)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL210621;Cc1cc(-c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cn2ncnc12.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL387333;C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL246169;CC(=O)N(C)c1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL3216684;Cl.Cl.Cl.N#C[C@@H]1CSCN1C(=O)CN(N)C1CCN(CC(=O)Nc2ccc(Cl)cn2)CC1;100000;Inactive
CHEMBL370677;CN(C)C(=O)[C@@H](c1ccc(-c2cccc(S(C)(=O)=O)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL541919;CN(C)C(=O)[C@@H](c1ccc(-c2cccc(-[n+]3ccccc3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C([O-])C(F)(F)F;100000;Inactive
CHEMBL233684;N[C@@H](CC(=O)N1CCn2c(CO)nnc2C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL388431;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccccc1Cl;100000;Inactive
CHEMBL394834;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1c(F)cc(F)cc1F;100000;Inactive
CHEMBL359581;N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](Cn1cnnn1)c1ccc(-c2ccc(F)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL237500;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL379702;CN(C)C(=O)[C@@H](c1ccc(-c2ccc3nccn3n2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL469892;CC[C@H](C)[C@H](N)C(=O)N1Cc2cccc(C)c2C1;100000;Inactive
CHEMBL3616905;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1cccc(C#N)c1)c(=O)n2C;100000;Inactive
CHEMBL3616918;COc1nc(Cn2c(=O)c3c(nc(N4CCNC(=O)C4)n3CC=C(C)C)n(C)c2=O)nc2ccccc12;100000;Inactive
CHEMBL552479;N[C@H]1Cn2c(nc3cc(C(F)(F)F)ccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL560729;CN(C)C(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL98762;N[C@@H](CCNCc1ccccc1Cl)C(=O)N1CCCCC1;100000;Inactive
CHEMBL1243403;N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1;100000;Inactive
CHEMBL1243028;N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCN(c3ccc(F)cc3)CC2)C(=O)N1;100000;Inactive
CHEMBL1243154;O=C1N[C@H](C(=O)N2CCSC2)C[C@H]1CC(=O)N1Cc2ccccc2C1;100000;Inactive
CHEMBL1243183;O=C1N[C@H](C(=O)N2CCCC2)C[C@H]1CC(=O)N1Cc2ccccc2C1;100000;Inactive
CHEMBL4743516;Cc1ccnc(Nc2cc(N3CCC[C@@H](N)C3)nc3ccnn23)c1;100000;Inactive
CHEMBL4458307;O=C(CCCO)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL232191;N[C@H]1C[C@H](N2CCn3c(nnc3C(F)(F)F)C2)CCC1c1cc(F)c(F)cc1F;100000;Inactive
CHEMBL377724;C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCSC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL220357;CS(=O)(=O)c1ccc(-c2noc([C@@H](CCO)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)c(Cl)c1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL189645;N[C@@H](Cc1ccc(-c2ccc(F)cc2)cc1)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL243227;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cccc(C(F)(F)F)c1;100000;Inactive
CHEMBL394833;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1c(F)ccc(F)c1F;100000;Inactive
CHEMBL1683086;Cc1[nH]ncc1S(=O)(=O)N(C)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1;100000;Inactive
CHEMBL563155;N[C@H]1Cn2c(nc3ccc(OC(F)(F)F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL220402;C[C@H](c1nnc(-c2ccc(Cl)cc2Cl)o1)[C@H](N)C(=O)N1CCCC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL374936;C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL220021;C[C@H](c1nc(-c2ccc(Cl)cc2)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL208957;CN(C)C(=O)[C@@H](c1ccc(-c2ccn3nccc3n2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL243230;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cccc(Cl)c1;100000;Inactive
CHEMBL242811;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)cc1;100000;Inactive
CHEMBL4207996;Cc1ccc(Cn2c(N3CCC[C@@H](N)C3)cc(=O)n3nccc23)cc1;100000;Inactive
CHEMBL557176;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccn1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL435882;NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(F)(F)F)cc1)Cc1ccccc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL3329702;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cc(N3CCCC3)nc21;100000;Inactive
CHEMBL3329696;Cc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N;100000;Inactive
CHEMBL3329635;Cn1c(=O)n(Cc2ccc(C#N)cc2)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL250204;CCC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL552068;Cl.N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F;100000;Inactive
CHEMBL559940;CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL192396;C[C@@H](c1ccc(-c2nccs2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL191769;C[C@@H](c1ccc(-c2ccccc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL202634;C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCC(F)CC1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL362976;C[C@@H](c1ccccc1F)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL278729;C[C@@H](c1ccc(-c2cc(F)ccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL194489;C[C@@H](c1ccc(C(F)(F)F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL369888;COc1ccc([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL250202;CC1c2nc(C(F)(F)F)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL248788;N[C@@H](CC(=O)N1CCc2c(nc(C(F)(F)F)n2Cc2ccc(F)cc2)C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL382674;CCOC(=O)Cn1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL3616888;CC#CCn1c(N2CCNCC2)nc2c1c(=O)n(Cc1csc(CO)n1)c(=O)n2C;100000;Inactive
CHEMBL3616912;CC#CCn1c(N2CCNC(=O)C2)nc2c1c(=O)n(Cc1ccncc1)c(=O)n2C;100000;Inactive
CHEMBL3329637;Cn1c(=O)n(Cc2ccccc2F)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL4212894;Cc1ccc(Cn2c(N3CCNCC3)cc(=O)n3nccc23)cc1;100000;Inactive
CHEMBL4468590;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1ccc(Cl)cc1C(=O)OCC)c(=O)n2C;100000;Inactive
CHEMBL1683087;Cn1cnc(S(=O)(=O)N(C)[C@H]2CC[C@H]([C@H](N)Cc3cc(F)ccc3F)CC2)c1;100000;Inactive
CHEMBL195721;Cn1nc(C(F)(F)F)c2c1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2;100000;Inactive
CHEMBL196010;N[C@@H](CC(=O)N1CCc2c(c(C(F)(F)F)nn2CC(F)(F)F)C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL3329639;Cn1c(=O)n(Cc2ccc3ccccc3c2C#N)c2c(N3CCC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL3329701;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@@H](N)C3)cc(C(=O)O)nc21;100000;Inactive
CHEMBL191858;C[C@@H](c1ccc(-c2ccccn2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL539077;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL232845;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(Cl)cc1F;100000;Inactive
CHEMBL232262;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cccc(F)c1;100000;Inactive
CHEMBL3616891;CC#CCn1c(N2CCN3CCC[C@H]3C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C;100000;Inactive
CHEMBL3616919;COc1nc(Cn2c(=O)c3c(nc(N4CCNC(=O)C4)n3CCC=C(C)C)n(C)c2=O)nc2ccccc12;100000;Inactive
CHEMBL537962;N[C@H]1Cn2c(nc3c(F)cccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL246170;CN(C)C(=O)[C@@H](C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1.Cl;100000;Inactive
CHEMBL396168;Cc1ccc(C(=O)N(C)c2ccc([C@H](C(=O)N(C)C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL235199;CN(C)C(=O)[C@@H]([C@H]1CC[C@H](C2CCc3ncnn3C2)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1;100000;Inactive
CHEMBL4538597;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccccc2C(=O)O)c1=O;100000;Inactive
CHEMBL4516959;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cc(C#N)ccc2C(=O)O)c1=O;100000;Inactive
CHEMBL469679;CC[C@H](C)[C@H](N)C(=O)N1Cc2ccc(C(F)(F)F)cc2C1;100000;Inactive
CHEMBL1683097;CS(=O)(=O)N(CCCC(F)(F)F)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1;100000;Inactive
CHEMBL1683129;CC(=O)N1CCC([C@H](N)Cc2cc(F)ccc2F)CC1;100000;Inactive
CHEMBL375414;C[C@H](c1nc(-c2ccccc2Cl)no1)[C@H](N)C(=O)N1CCCC1;100000;Inactive
CHEMBL5279728;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc(Cl)c(C(=O)N(C)C)c2)c1=O;100000;Inactive
CHEMBL4464069;CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1cc(C#N)ccc1C(=O)O)c(=O)n2C;100000;Inactive
CHEMBL449318;NCCCC[C@H](N)C(=O)N1CCCc2ccccc21;100000;Inactive
CHEMBL3329694;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CCC[C@H](N)C3)ccnc21;100000;Inactive
CHEMBL189046;CN(C)C[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL191208;NC(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL186482;COC(=O)Cc1ccc(CNC(=O)[C@@H]2CSCN2C(=O)CC(N)Cc2ccccc2F)cc1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL4516388;O=C(CCCCCO)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL231091;N[C@H]1CN(c2nccc3ccccc23)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL539350;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1ccccc1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL539352;COc1ccc(CC2c3nnc(C(F)(F)F)n3CCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl;100000;Inactive
CHEMBL537000;C=CCC1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl;100000;Inactive
CHEMBL424687;C[C@@H](c1ccc(-c2cn(C)c(=O)cc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL191486;CN(C)C(=O)[C@@H](c1ccc(-c2cc(F)ccc2F)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL190454;C[C@@H](c1ccc(Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL536312;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Cc1cc(F)c(F)cc1F;100000;Inactive
CHEMBL452029;N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCCC1;100000;Inactive
CHEMBL2425893;CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O;100000;Inactive
CHEMBL3329697;CCc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N;100000;Inactive
CHEMBL3329641;Cn1c(=O)n(Cc2ccccc2C#N)c2c(N3CC[C@@H](N)C3)ccnc21;100000;Inactive
CHEMBL188643;CC(C)NC(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL370755;CON(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL232648;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(Cl)ccc1Cl;100000;Inactive
CHEMBL389151;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)cc1F;100000;Inactive
CHEMBL231293;N[C@H]1CN(c2ccc3nc(C(F)(F)F)nn3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL389602;N[C@H]1CN(c2cc(C(F)(F)F)ccn2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL366166;Cn1nc2c(c1C(F)(F)C(F)(F)F)CN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)CC2;100000;Inactive
CHEMBL397743;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1c(F)c(F)c(F)c(F)c1F;100000;Inactive
CHEMBL242813;N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)c(F)c1;100000;Inactive
CHEMBL3215607;Cc1ccc(-c2c(CC(=O)O)c(C)nc(CC(C)(C)C)c2CN)cc1.Cl.Cl;100000;Inactive
CHEMBL559011;Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)C(F)(F)F)C1)Cc1cc(F)ccc1F;100000;Inactive
CHEMBL560192;CCS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL549645;CS(=O)(=O)c1ccc2nc3n(c2c1)C[C@H](N)[C@@H](c1cc(F)c(F)cc1F)C3.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL370072;C[C@@H](c1ccc(-c2cccc(-c3noc(O)n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL1683094;Cc1noc(C)c1S(=O)(=O)N(CCCC(F)(F)F)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1;100000;Inactive
CHEMBL537869;CN(C)C(=O)[C@@H](c1ccc(-c2ccc3ncnn3c2)cc1)[C@H](N)C(=O)N1CCC(F)(F)C1.Cl;100000;Inactive
CHEMBL378673;CN(C)C(=O)[C@@H](c1ccc(-c2ccc3nccn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL195862;C[C@@H](c1ccc(F)cc1Cl)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL191823;C[C@@H](c1cccc(F)c1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
CHEMBL370079;C[C@@H](c1ccc(S(C)(=O)=O)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1.O=C(O)C(F)(F)F;100000;Inactive
